acousticness,analysis_url,artistPopularity,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,trackPopularity,track_href,type,uri,valence
0.63,https://api.spotify.com/v1/audio-analysis/71WzoGZcDWzrKZqSkiY3Tz,48,0.614,153692,0.467,71WzoGZcDWzrKZqSkiY3Tz,0.914,11,0.107,-8.169,1,0.0325,1,172.056,4,55,https://api.spotify.com/v1/tracks/71WzoGZcDWzrKZqSkiY3Tz,audio_features,spotify:track:71WzoGZcDWzrKZqSkiY3Tz,0.621
0.879,https://api.spotify.com/v1/audio-analysis/3NLm801woJocONz1NmPJZR,62,0.497,197933,0.348,3NLm801woJocONz1NmPJZR,0.796,9,0.722,-10.593,1,0.0285,1,82.176,4,64,https://api.spotify.com/v1/tracks/3NLm801woJocONz1NmPJZR,audio_features,spotify:track:3NLm801woJocONz1NmPJZR,0.227
0.00919,https://api.spotify.com/v1/audio-analysis/0IREGCigdEmhoBup3ffrPb,66,0.479,270136,0.838,0IREGCigdEmhoBup3ffrPb,0.000379,5,0.0793,-5.681,1,0.0381,1,150.052,4,58,https://api.spotify.com/v1/tracks/0IREGCigdEmhoBup3ffrPb,audio_features,spotify:track:0IREGCigdEmhoBup3ffrPb,0.276
0.654,https://api.spotify.com/v1/audio-analysis/0pXkRtFSYDSln6ITAPLPeP,57,0.618,194129,0.749,0pXkRtFSYDSln6ITAPLPeP,0.213,11,0.255,-5.093,0,0.0304,1,111.986,4,18,https://api.spotify.com/v1/tracks/0pXkRtFSYDSln6ITAPLPeP,audio_features,spotify:track:0pXkRtFSYDSln6ITAPLPeP,0.548
0.172,https://api.spotify.com/v1/audio-analysis/2PwXOevGUSkU8qaYZjgLq2,76,0.209,305747,0.412,2PwXOevGUSkU8qaYZjgLq2,0.15,0,0.0843,-9.733,1,0.0443,1,86.26,3,72,https://api.spotify.com/v1/tracks/2PwXOevGUSkU8qaYZjgLq2,audio_features,spotify:track:2PwXOevGUSkU8qaYZjgLq2,0.162
0.249,https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg,78,0.389,211851,0.431,5MMZJtHOiH1RmQSSe3DJdg,0.0,7,0.13,-8.061,1,0.0344,1,142.14,4,69,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,audio_features,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,0.275
0.979,https://api.spotify.com/v1/audio-analysis/2LthqyP0MLhGUBICwR1535,75,0.676,401413,0.0812,2LthqyP0MLhGUBICwR1535,0.416,2,0.118,-22.846,1,0.0398,1,125.053,4,65,https://api.spotify.com/v1/tracks/2LthqyP0MLhGUBICwR1535,audio_features,spotify:track:2LthqyP0MLhGUBICwR1535,0.314
0.88,https://api.spotify.com/v1/audio-analysis/1vyrrrnb7182SL6iOMor3O,68,0.402,253013,0.539,1vyrrrnb7182SL6iOMor3O,0.0065,0,0.117,-11.062,1,0.043,1,146.526,4,64,https://api.spotify.com/v1/tracks/1vyrrrnb7182SL6iOMor3O,audio_features,spotify:track:1vyrrrnb7182SL6iOMor3O,0.371
0.451,https://api.spotify.com/v1/audio-analysis/3gvAGvbMCRvVDDp8ZaIPV5,71,0.375,259120,0.546,3gvAGvbMCRvVDDp8ZaIPV5,0.000312,2,0.278,-8.16,1,0.0294,1,95.361,4,22,https://api.spotify.com/v1/tracks/3gvAGvbMCRvVDDp8ZaIPV5,audio_features,spotify:track:3gvAGvbMCRvVDDp8ZaIPV5,0.37
0.398,https://api.spotify.com/v1/audio-analysis/1yi8EOTpKeVK4cj5HS8DRp,84,0.484,222427,0.528,1yi8EOTpKeVK4cj5HS8DRp,2.57e-05,0,0.107,-6.951,1,0.0424,1,109.361,4,55,https://api.spotify.com/v1/tracks/1yi8EOTpKeVK4cj5HS8DRp,audio_features,spotify:track:1yi8EOTpKeVK4cj5HS8DRp,0.408
0.749,https://api.spotify.com/v1/audio-analysis/4Vc3bzFxXdrABa2DxgyCMT,84,0.531,229720,0.363,4Vc3bzFxXdrABa2DxgyCMT,0.0,10,0.112,-7.672,1,0.0608,1,121.412,4,25,https://api.spotify.com/v1/tracks/4Vc3bzFxXdrABa2DxgyCMT,audio_features,spotify:track:4Vc3bzFxXdrABa2DxgyCMT,0.259
0.818,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,79,0.546,260533,0.311,13HVjjWUZFaWilh2QUJKsP,1.65e-05,1,0.107,-10.396,1,0.0288,1,147.464,4,75,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.246
0.896,https://api.spotify.com/v1/audio-analysis/0pwQlBhx3AWNkxRMZ2F2Qe,66,0.482,240907,0.375,0pwQlBhx3AWNkxRMZ2F2Qe,0.0902,0,0.0999,-12.191,1,0.0387,1,76.224,4,1,https://api.spotify.com/v1/tracks/0pwQlBhx3AWNkxRMZ2F2Qe,audio_features,spotify:track:0pwQlBhx3AWNkxRMZ2F2Qe,0.457
0.968,https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN,75,0.441,208227,0.379,0QZ5yyl6B6utIWkxeBDxQN,0.262,2,0.639,-9.545,1,0.0449,1,174.118,3,78,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,audio_features,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.105
0.599,https://api.spotify.com/v1/audio-analysis/2C1kuFV3lOQZ4O5FkyAaWI,64,0.296,255000,0.177,2C1kuFV3lOQZ4O5FkyAaWI,0.000734,7,0.11,-13.932,1,0.0295,1,164.128,3,0,https://api.spotify.com/v1/tracks/2C1kuFV3lOQZ4O5FkyAaWI,audio_features,spotify:track:2C1kuFV3lOQZ4O5FkyAaWI,0.268
0.389,https://api.spotify.com/v1/audio-analysis/1CllWtxwIg4rYedzG38K1I,82,0.616,284147,0.315,1CllWtxwIg4rYedzG38K1I,0.0,10,0.136,-9.188,1,0.0358,1,111.931,4,39,https://api.spotify.com/v1/tracks/1CllWtxwIg4rYedzG38K1I,audio_features,spotify:track:1CllWtxwIg4rYedzG38K1I,0.206
0.533,https://api.spotify.com/v1/audio-analysis/2Pqp8fhzDlRWevT5XchSUd,56,0.521,340773,0.241,2Pqp8fhzDlRWevT5XchSUd,0.000184,7,0.129,-10.866,1,0.0424,1,120.301,4,41,https://api.spotify.com/v1/tracks/2Pqp8fhzDlRWevT5XchSUd,audio_features,spotify:track:2Pqp8fhzDlRWevT5XchSUd,0.0982
0.0227,https://api.spotify.com/v1/audio-analysis/2PfnAaQIMwHPvmda8MG5jm,72,0.322,301613,0.808,2PfnAaQIMwHPvmda8MG5jm,0.132,11,0.403,-7.098,1,0.0617,1,116.535,4,55,https://api.spotify.com/v1/tracks/2PfnAaQIMwHPvmda8MG5jm,audio_features,spotify:track:2PfnAaQIMwHPvmda8MG5jm,0.417
0.662,https://api.spotify.com/v1/audio-analysis/4rzWrb9KT2v71cyuHhcbJY,81,0.525,219853,0.352,4rzWrb9KT2v71cyuHhcbJY,3.49e-06,4,0.0872,-10.004,1,0.0426,1,83.908,4,42,https://api.spotify.com/v1/tracks/4rzWrb9KT2v71cyuHhcbJY,audio_features,spotify:track:4rzWrb9KT2v71cyuHhcbJY,0.116
0.896,https://api.spotify.com/v1/audio-analysis/2BOof6lYrGfz6BojJ0aeJd,68,0.364,191773,0.308,2BOof6lYrGfz6BojJ0aeJd,0.00227,4,0.123,-13.052,1,0.0402,1,73.331,4,61,https://api.spotify.com/v1/tracks/2BOof6lYrGfz6BojJ0aeJd,audio_features,spotify:track:2BOof6lYrGfz6BojJ0aeJd,0.389
0.562,https://api.spotify.com/v1/audio-analysis/5ubHAQtKuFfiG4FXfLP804,93,0.592,185093,0.637,5ubHAQtKuFfiG4FXfLP804,0.0,11,0.13,-8.48,1,0.0992,1,159.701,4,73,https://api.spotify.com/v1/tracks/5ubHAQtKuFfiG4FXfLP804,audio_features,spotify:track:5ubHAQtKuFfiG4FXfLP804,0.565
0.697,https://api.spotify.com/v1/audio-analysis/6vSwxzO2Qf4BinHSXRwZJe,93,0.53,241347,0.346,6vSwxzO2Qf4BinHSXRwZJe,1.07e-05,8,0.105,-10.497,1,0.0376,1,121.876,4,60,https://api.spotify.com/v1/tracks/6vSwxzO2Qf4BinHSXRwZJe,audio_features,spotify:track:6vSwxzO2Qf4BinHSXRwZJe,0.359
0.794,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,78,0.685,163133,0.466,0W4Kpfp1w2xkY3PrV714B7,2.06e-06,0,0.0915,-9.074,1,0.0304,1,79.936,4,70,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,audio_features,spotify:track:0W4Kpfp1w2xkY3PrV714B7,0.353
0.555,https://api.spotify.com/v1/audio-analysis/5Gtn8HgCAo0TUiaKKgP6us,71,0.418,303653,0.403,5Gtn8HgCAo0TUiaKKgP6us,0.024,0,0.108,-10.53,1,0.0294,1,105.801,4,16,https://api.spotify.com/v1/tracks/5Gtn8HgCAo0TUiaKKgP6us,audio_features,spotify:track:5Gtn8HgCAo0TUiaKKgP6us,0.149
0.91,https://api.spotify.com/v1/audio-analysis/1y3PhboJrxMNOpLxkMsTiM,66,0.442,293800,0.364,1y3PhboJrxMNOpLxkMsTiM,0.0126,0,0.123,-12.468,1,0.0468,1,124.115,4,51,https://api.spotify.com/v1/tracks/1y3PhboJrxMNOpLxkMsTiM,audio_features,spotify:track:1y3PhboJrxMNOpLxkMsTiM,0.389
0.844,https://api.spotify.com/v1/audio-analysis/2cbic3TiUENlJX91y67ARR,75,0.593,238520,0.263,2cbic3TiUENlJX91y67ARR,5.36e-06,4,0.127,-14.029,0,0.0567,1,76.379,4,71,https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,audio_features,spotify:track:2cbic3TiUENlJX91y67ARR,0.109
0.968,https://api.spotify.com/v1/audio-analysis/2FCckttvtgRkQHkeWHer6J,67,0.376,250701,0.13,2FCckttvtgRkQHkeWHer6J,0.687,11,0.105,-14.972,1,0.0328,1,125.97,4,26,https://api.spotify.com/v1/tracks/2FCckttvtgRkQHkeWHer6J,audio_features,spotify:track:2FCckttvtgRkQHkeWHer6J,0.0586
0.566,https://api.spotify.com/v1/audio-analysis/6bpBsotzL05UzS1rHsIqk8,74,0.625,203586,0.434,6bpBsotzL05UzS1rHsIqk8,0.0202,10,0.119,-8.764,1,0.0391,1,116.8,4,57,https://api.spotify.com/v1/tracks/6bpBsotzL05UzS1rHsIqk8,audio_features,spotify:track:6bpBsotzL05UzS1rHsIqk8,0.166
0.844,https://api.spotify.com/v1/audio-analysis/5jOQ5v49S1h496AiNlk682,74,0.696,235671,0.301,5jOQ5v49S1h496AiNlk682,0.0448,0,0.0633,-13.162,1,0.168,1,79.99,4,56,https://api.spotify.com/v1/tracks/5jOQ5v49S1h496AiNlk682,audio_features,spotify:track:5jOQ5v49S1h496AiNlk682,0.141
0.943,https://api.spotify.com/v1/audio-analysis/4fbvXwMTXPWaFyaMWUm9CR,75,0.375,336613,0.304,4fbvXwMTXPWaFyaMWUm9CR,0.303,1,0.126,-14.52,1,0.0302,1,147.989,4,70,https://api.spotify.com/v1/tracks/4fbvXwMTXPWaFyaMWUm9CR,audio_features,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,0.147
0.899,https://api.spotify.com/v1/audio-analysis/0Lrw2If9v68OrhrOw1FV3C,49,0.702,284881,0.136,0Lrw2If9v68OrhrOw1FV3C,0.176,2,0.145,-15.652,1,0.0363,1,121.026,4,46,https://api.spotify.com/v1/tracks/0Lrw2If9v68OrhrOw1FV3C,audio_features,spotify:track:0Lrw2If9v68OrhrOw1FV3C,0.468
0.326,https://api.spotify.com/v1/audio-analysis/33xh6sgYhga7iQ7HARN7V6,72,0.556,250760,0.618,33xh6sgYhga7iQ7HARN7V6,0.694,0,0.124,-13.482,1,0.043,1,104.983,4,54,https://api.spotify.com/v1/tracks/33xh6sgYhga7iQ7HARN7V6,audio_features,spotify:track:33xh6sgYhga7iQ7HARN7V6,0.464
0.872,https://api.spotify.com/v1/audio-analysis/6UAKfTnFD059r1L1u1eIKn,62,0.489,208280,0.252,6UAKfTnFD059r1L1u1eIKn,0.048,1,0.116,-11.579,1,0.03,1,60.556,4,7,https://api.spotify.com/v1/tracks/6UAKfTnFD059r1L1u1eIKn,audio_features,spotify:track:6UAKfTnFD059r1L1u1eIKn,0.074
0.497,https://api.spotify.com/v1/audio-analysis/6PRlVNPJAe9vyWpeWgYONK,62,0.645,219973,0.264,6PRlVNPJAe9vyWpeWgYONK,0.064,0,0.113,-10.075,1,0.0266,1,76.025,4,0,https://api.spotify.com/v1/tracks/6PRlVNPJAe9vyWpeWgYONK,audio_features,spotify:track:6PRlVNPJAe9vyWpeWgYONK,0.221
0.969,https://api.spotify.com/v1/audio-analysis/5ml2RvLaws39CaOKjUmFm3,64,0.381,164280,0.136,5ml2RvLaws39CaOKjUmFm3,7.04e-05,9,0.0968,-14.677,1,0.0479,1,75.162,4,37,https://api.spotify.com/v1/tracks/5ml2RvLaws39CaOKjUmFm3,audio_features,spotify:track:5ml2RvLaws39CaOKjUmFm3,0.424
1.3e-05,https://api.spotify.com/v1/audio-analysis/31GWLR86DCfPHt4VuPwoFZ,57,0.203,269948,0.96,31GWLR86DCfPHt4VuPwoFZ,0.833,0,0.12,-3.083,1,0.151,0,169.963,4,63,https://api.spotify.com/v1/tracks/31GWLR86DCfPHt4VuPwoFZ,audio_features,spotify:track:31GWLR86DCfPHt4VuPwoFZ,0.456
0.00031,https://api.spotify.com/v1/audio-analysis/2gSJYajytjYn0l6uS2zFyH,64,0.515,320233,0.964,2gSJYajytjYn0l6uS2zFyH,0.712,5,0.14,-3.862,0,0.0765,0,133.963,4,69,https://api.spotify.com/v1/tracks/2gSJYajytjYn0l6uS2zFyH,audio_features,spotify:track:2gSJYajytjYn0l6uS2zFyH,0.284
0.000206,https://api.spotify.com/v1/audio-analysis/7Cyg1SnckQjRXKGWeZTddD,74,0.367,198214,0.977,7Cyg1SnckQjRXKGWeZTddD,0.154,7,0.182,-3.612,1,0.265,0,121.305,5,67,https://api.spotify.com/v1/tracks/7Cyg1SnckQjRXKGWeZTddD,audio_features,spotify:track:7Cyg1SnckQjRXKGWeZTddD,0.301
0.105,https://api.spotify.com/v1/audio-analysis/0sBIyzUCgw7yeZHA8iu4nD,70,0.656,184513,0.589,0sBIyzUCgw7yeZHA8iu4nD,0.000184,1,0.153,-10.373,0,0.318,0,150.522,4,64,https://api.spotify.com/v1/tracks/0sBIyzUCgw7yeZHA8iu4nD,audio_features,spotify:track:0sBIyzUCgw7yeZHA8iu4nD,0.32
0.000278,https://api.spotify.com/v1/audio-analysis/6slNEFzZmvTO8O3Wp3mIN5,64,0.461,224171,0.95,6slNEFzZmvTO8O3Wp3mIN5,0.0,10,0.308,-3.134,1,0.129,0,150.014,4,24,https://api.spotify.com/v1/tracks/6slNEFzZmvTO8O3Wp3mIN5,audio_features,spotify:track:6slNEFzZmvTO8O3Wp3mIN5,0.197
3.11e-05,https://api.spotify.com/v1/audio-analysis/0lRGXh6qbhBQm0dEwVzTkl,75,0.468,191307,0.973,0lRGXh6qbhBQm0dEwVzTkl,0.00393,10,0.203,-3.844,0,0.165,0,140.049,4,47,https://api.spotify.com/v1/tracks/0lRGXh6qbhBQm0dEwVzTkl,audio_features,spotify:track:0lRGXh6qbhBQm0dEwVzTkl,0.329
7.08e-06,https://api.spotify.com/v1/audio-analysis/79inAVgsZplcYHyzHcR6EO,64,0.502,204965,0.933,79inAVgsZplcYHyzHcR6EO,0.00251,1,0.13,-3.35,1,0.0845,0,142.967,4,68,https://api.spotify.com/v1/tracks/79inAVgsZplcYHyzHcR6EO,audio_features,spotify:track:79inAVgsZplcYHyzHcR6EO,0.44
8.79e-05,https://api.spotify.com/v1/audio-analysis/0spHr10TQdVnd6ALOrMIQq,74,0.573,178855,0.949,0spHr10TQdVnd6ALOrMIQq,5.78e-05,5,0.404,-5.719,0,0.069,0,129.92,4,14,https://api.spotify.com/v1/tracks/0spHr10TQdVnd6ALOrMIQq,audio_features,spotify:track:0spHr10TQdVnd6ALOrMIQq,0.554
0.00013,https://api.spotify.com/v1/audio-analysis/0c1PNYmvU0ZK114X08GcAo,59,0.398,221690,0.876,0c1PNYmvU0ZK114X08GcAo,0.137,9,0.764,-6.283,0,0.0724,0,154.976,4,63,https://api.spotify.com/v1/tracks/0c1PNYmvU0ZK114X08GcAo,audio_features,spotify:track:0c1PNYmvU0ZK114X08GcAo,0.371
0.000928,https://api.spotify.com/v1/audio-analysis/0AU2omsscr33CSW2Pp7yLI,73,0.404,259424,0.834,0AU2omsscr33CSW2Pp7yLI,0.0,5,0.469,-6.701,1,0.0833,0,164.94,4,62,https://api.spotify.com/v1/tracks/0AU2omsscr33CSW2Pp7yLI,audio_features,spotify:track:0AU2omsscr33CSW2Pp7yLI,0.378
1.07e-05,https://api.spotify.com/v1/audio-analysis/3ycOPe2ET0LWrPVyBxr4Tq,47,0.576,266538,0.909,3ycOPe2ET0LWrPVyBxr4Tq,0.00219,7,0.177,-7.626,0,0.0488,0,104.024,4,55,https://api.spotify.com/v1/tracks/3ycOPe2ET0LWrPVyBxr4Tq,audio_features,spotify:track:3ycOPe2ET0LWrPVyBxr4Tq,0.325
0.00141,https://api.spotify.com/v1/audio-analysis/49Gbhnh9byTbITJZzOYmdd,54,0.248,354825,0.964,49Gbhnh9byTbITJZzOYmdd,0.126,6,0.296,-1.941,0,0.0732,0,89.583,4,41,https://api.spotify.com/v1/tracks/49Gbhnh9byTbITJZzOYmdd,audio_features,spotify:track:49Gbhnh9byTbITJZzOYmdd,0.298
0.0137,https://api.spotify.com/v1/audio-analysis/1GWpJV3LoNBRCICPv0iTxz,74,0.567,224000,0.915,1GWpJV3LoNBRCICPv0iTxz,0.0,1,0.0549,-3.49,1,0.0567,0,105.013,4,24,https://api.spotify.com/v1/tracks/1GWpJV3LoNBRCICPv0iTxz,audio_features,spotify:track:1GWpJV3LoNBRCICPv0iTxz,0.71
0.0102,https://api.spotify.com/v1/audio-analysis/1cLaGSNGcfVED3oQnDvwyD,75,0.518,312363,0.926,1cLaGSNGcfVED3oQnDvwyD,0.0881,7,0.286,-4.201,1,0.0995,0,129.902,4,69,https://api.spotify.com/v1/tracks/1cLaGSNGcfVED3oQnDvwyD,audio_features,spotify:track:1cLaGSNGcfVED3oQnDvwyD,0.369
0.014,https://api.spotify.com/v1/audio-analysis/3D3vRdHCiyN7whSnpFDAjf,49,0.361,189412,0.977,3D3vRdHCiyN7whSnpFDAjf,0.00152,5,0.25,-3.104,0,0.193,0,144.841,4,56,https://api.spotify.com/v1/tracks/3D3vRdHCiyN7whSnpFDAjf,audio_features,spotify:track:3D3vRdHCiyN7whSnpFDAjf,0.141
0.00209,https://api.spotify.com/v1/audio-analysis/44nFxE32qCMjcPZuzvSDdo,48,0.544,164355,0.934,44nFxE32qCMjcPZuzvSDdo,0.00337,0,0.319,-4.483,1,0.107,0,120.084,4,54,https://api.spotify.com/v1/tracks/44nFxE32qCMjcPZuzvSDdo,audio_features,spotify:track:44nFxE32qCMjcPZuzvSDdo,0.389
0.000265,https://api.spotify.com/v1/audio-analysis/0rySHGG4P5KJPX3luYRkD3,75,0.33,229975,0.968,0rySHGG4P5KJPX3luYRkD3,3.86e-05,0,0.404,-3.54,1,0.224,0,129.969,4,17,https://api.spotify.com/v1/tracks/0rySHGG4P5KJPX3luYRkD3,audio_features,spotify:track:0rySHGG4P5KJPX3luYRkD3,0.188
3.35e-05,https://api.spotify.com/v1/audio-analysis/0L4jL1lir2FfGIDymEGfqB,64,0.526,204321,0.972,0L4jL1lir2FfGIDymEGfqB,0.406,0,0.101,-4.28,1,0.105,0,130.015,4,45,https://api.spotify.com/v1/tracks/0L4jL1lir2FfGIDymEGfqB,audio_features,spotify:track:0L4jL1lir2FfGIDymEGfqB,0.455
0.00248,https://api.spotify.com/v1/audio-analysis/58IaUvLCF84isHeHXWOl5z,70,0.517,286748,0.969,58IaUvLCF84isHeHXWOl5z,0.000521,5,0.123,-3.104,0,0.124,0,139.83,4,28,https://api.spotify.com/v1/tracks/58IaUvLCF84isHeHXWOl5z,audio_features,spotify:track:58IaUvLCF84isHeHXWOl5z,0.451
1.98e-05,https://api.spotify.com/v1/audio-analysis/0y2gtDSkOlEIMuVEBWFrYm,52,0.497,191214,0.905,0y2gtDSkOlEIMuVEBWFrYm,0.062,7,0.299,-4.407,1,0.087,0,139.994,4,56,https://api.spotify.com/v1/tracks/0y2gtDSkOlEIMuVEBWFrYm,audio_features,spotify:track:0y2gtDSkOlEIMuVEBWFrYm,0.385
0.000287,https://api.spotify.com/v1/audio-analysis/01lR3RjCC3pnQodfVTwVBW,67,0.38,216615,0.987,01lR3RjCC3pnQodfVTwVBW,2.92e-06,1,0.0572,-3.722,1,0.288,0,195.069,4,63,https://api.spotify.com/v1/tracks/01lR3RjCC3pnQodfVTwVBW,audio_features,spotify:track:01lR3RjCC3pnQodfVTwVBW,0.218
0.0647,https://api.spotify.com/v1/audio-analysis/2iN0y7Wusab1wVdKWC1Tyu,62,0.471,214937,0.889,2iN0y7Wusab1wVdKWC1Tyu,0.0,9,0.116,-5.841,1,0.0995,0,191.826,4,44,https://api.spotify.com/v1/tracks/2iN0y7Wusab1wVdKWC1Tyu,audio_features,spotify:track:2iN0y7Wusab1wVdKWC1Tyu,0.293
7.03e-05,https://api.spotify.com/v1/audio-analysis/6yMO8VDNVK8ryiEk76bTvJ,75,0.465,226000,0.93,6yMO8VDNVK8ryiEk76bTvJ,9.29e-06,6,0.106,-5.38,1,0.0543,0,100.979,4,55,https://api.spotify.com/v1/tracks/6yMO8VDNVK8ryiEk76bTvJ,audio_features,spotify:track:6yMO8VDNVK8ryiEk76bTvJ,0.278
0.0381,https://api.spotify.com/v1/audio-analysis/7aMiz0Du8rOeAIRjZD6MBN,64,0.335,295408,0.912,7aMiz0Du8rOeAIRjZD6MBN,0.11,8,0.17,-5.775,0,0.118,0,113.983,4,17,https://api.spotify.com/v1/tracks/7aMiz0Du8rOeAIRjZD6MBN,audio_features,spotify:track:7aMiz0Du8rOeAIRjZD6MBN,0.28
0.00752,https://api.spotify.com/v1/audio-analysis/7zfF2nxgYdsINYmhSFbjRn,75,0.369,285499,0.969,7zfF2nxgYdsINYmhSFbjRn,0.0619,6,0.0854,-3.75,0,0.0907,0,152.303,4,71,https://api.spotify.com/v1/tracks/7zfF2nxgYdsINYmhSFbjRn,audio_features,spotify:track:7zfF2nxgYdsINYmhSFbjRn,0.253
0.00151,https://api.spotify.com/v1/audio-analysis/0dPYLa1LCk1VExw5xtiVO6,62,0.392,260662,0.904,0dPYLa1LCk1VExw5xtiVO6,5.42e-05,8,0.876,-5.25,1,0.123,0,176.104,4,62,https://api.spotify.com/v1/tracks/0dPYLa1LCk1VExw5xtiVO6,audio_features,spotify:track:0dPYLa1LCk1VExw5xtiVO6,0.321
6.67e-05,https://api.spotify.com/v1/audio-analysis/6im3FBpQceQjd7Y948EHRe,49,0.386,255605,0.935,6im3FBpQceQjd7Y948EHRe,0.0388,11,0.07,-5.988,0,0.131,0,200.25,4,58,https://api.spotify.com/v1/tracks/6im3FBpQceQjd7Y948EHRe,audio_features,spotify:track:6im3FBpQceQjd7Y948EHRe,0.12
2.05e-05,https://api.spotify.com/v1/audio-analysis/6sWDaLVdeHrwgsMj2STB3i,53,0.484,222500,0.969,6sWDaLVdeHrwgsMj2STB3i,0.0836,11,0.0551,-5.04,1,0.121,0,75.031,4,56,https://api.spotify.com/v1/tracks/6sWDaLVdeHrwgsMj2STB3i,audio_features,spotify:track:6sWDaLVdeHrwgsMj2STB3i,0.275
0.0629,https://api.spotify.com/v1/audio-analysis/5mpG1DoGqYa2II0mlvijWB,64,0.475,245250,0.634,5mpG1DoGqYa2II0mlvijWB,0.00461,11,0.157,-9.339,0,0.0317,0,160.156,3,13,https://api.spotify.com/v1/tracks/5mpG1DoGqYa2II0mlvijWB,audio_features,spotify:track:5mpG1DoGqYa2II0mlvijWB,0.171
0.000269,https://api.spotify.com/v1/audio-analysis/21sMPQ7r1N8QSMG3pDeqjj,39,0.329,245065,0.942,21sMPQ7r1N8QSMG3pDeqjj,0.546,6,0.204,-8.094,0,0.214,0,77.008,4,52,https://api.spotify.com/v1/tracks/21sMPQ7r1N8QSMG3pDeqjj,audio_features,spotify:track:21sMPQ7r1N8QSMG3pDeqjj,0.214
0.000138,https://api.spotify.com/v1/audio-analysis/1S10pDboUfyJdW9eMcnltU,62,0.261,296775,0.897,1S10pDboUfyJdW9eMcnltU,0.0201,10,0.228,-6.571,1,0.0748,0,149.942,4,53,https://api.spotify.com/v1/tracks/1S10pDboUfyJdW9eMcnltU,audio_features,spotify:track:1S10pDboUfyJdW9eMcnltU,0.38
2.8e-05,https://api.spotify.com/v1/audio-analysis/5mQDYE3PgCWPH7mNp5dk6e,62,0.436,272561,0.818,5mQDYE3PgCWPH7mNp5dk6e,0.0886,10,0.0786,-7.413,1,0.0497,0,164.003,4,52,https://api.spotify.com/v1/tracks/5mQDYE3PgCWPH7mNp5dk6e,audio_features,spotify:track:5mQDYE3PgCWPH7mNp5dk6e,0.587
0.118,https://api.spotify.com/v1/audio-analysis/1qQSj6HsekmNJEqmCFP8tO,40,0.555,327761,0.688,1qQSj6HsekmNJEqmCFP8tO,0.00236,1,0.188,-11.042,1,0.045,0,133.965,4,52,https://api.spotify.com/v1/tracks/1qQSj6HsekmNJEqmCFP8tO,audio_features,spotify:track:1qQSj6HsekmNJEqmCFP8tO,0.364
0.000475,https://api.spotify.com/v1/audio-analysis/6yZW1XCmkK4eJ1NtfgPqxh,64,0.338,306857,0.988,6yZW1XCmkK4eJ1NtfgPqxh,0.000325,7,0.337,-2.316,1,0.155,0,139.968,4,67,https://api.spotify.com/v1/tracks/6yZW1XCmkK4eJ1NtfgPqxh,audio_features,spotify:track:6yZW1XCmkK4eJ1NtfgPqxh,0.0887
0.00274,https://api.spotify.com/v1/audio-analysis/29x3l8NqNUTlxWaxKKzCJl,67,0.386,231675,0.946,29x3l8NqNUTlxWaxKKzCJl,0.0,4,0.382,-2.564,0,0.121,0,199.935,4,53,https://api.spotify.com/v1/tracks/29x3l8NqNUTlxWaxKKzCJl,audio_features,spotify:track:29x3l8NqNUTlxWaxKKzCJl,0.549
0.00105,https://api.spotify.com/v1/audio-analysis/3AYypZMoKOXxFtFoshCsa2,62,0.45,219395,0.983,3AYypZMoKOXxFtFoshCsa2,0.000252,1,0.331,-5.006,1,0.223,0,95.005,4,55,https://api.spotify.com/v1/tracks/3AYypZMoKOXxFtFoshCsa2,audio_features,spotify:track:3AYypZMoKOXxFtFoshCsa2,0.11
9.99e-05,https://api.spotify.com/v1/audio-analysis/1MbVXG6thNyTd5lXcd14dD,68,0.476,282640,0.946,1MbVXG6thNyTd5lXcd14dD,0.000223,2,0.0955,-5.608,1,0.0971,0,114.97,4,21,https://api.spotify.com/v1/tracks/1MbVXG6thNyTd5lXcd14dD,audio_features,spotify:track:1MbVXG6thNyTd5lXcd14dD,0.0823
7.37e-05,https://api.spotify.com/v1/audio-analysis/5NAnSwKSrEXQ1jiBjMDOLd,52,0.505,244000,0.989,5NAnSwKSrEXQ1jiBjMDOLd,0.0,7,0.0259,-2.394,0,0.1,0,120.066,4,54,https://api.spotify.com/v1/tracks/5NAnSwKSrEXQ1jiBjMDOLd,audio_features,spotify:track:5NAnSwKSrEXQ1jiBjMDOLd,0.339
